problem,dim,seed,n_init,target_only_r2,match_partial_corr,match_delta_r2,rand_partial_corr,rand_delta_r2,wrong_partial_corr,wrong_delta_r2,method,top1_true_y,top1_regret_pool,top1_improvement,top1_hit_top05,top1_hit_top10,rank_of_pool_oracle,top3_mean_regret_pool
Ackley,2,42,6,0.13030819029253815,0.629474026027771,0.34460455144966373,0.26827967342187486,0.0625951836761438,-0.40772594712979104,0.14457795603542078,Oracle-Target-Region,6.341144540731232,4.514579591656169,0.8882057994289827,0.0,0.0,204,3.917897356143117
Ackley,2,42,6,0.13030819029253815,0.629474026027771,0.34460455144966373,0.26827967342187486,0.0625951836761438,-0.40772594712979104,0.14457795603542078,Hard-Filter,6.841424286791316,5.014859337716253,0.38792605336889885,0.0,0.0,207,5.315575505373928
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Target-Only,10.3765065755402,10.093807451332287,0.0,0.0,0.0,504,10.144491360781696
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Source-Region,4.53872176852035,4.256022644312438,1.5190581272184787,0.0,1.0,329,4.509208708503975
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Random-Region,11.898223834226481,11.615524710018569,0.0,0.0,0.0,646,11.305385737771134
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Wrong-Source,6.757328475791084,6.474629351583172,0.0,0.0,0.0,344,7.15641126651505
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Oracle-Target-Region,3.138739991075195,2.856040866867282,2.919039904663634,1.0,1.0,168,3.2767190894268885
Ackley,2,101,6,0.05160518570800532,0.6297344857074174,0.3761006850557388,-0.20966490076017122,0.041690839126796386,-0.008078996522422855,6.190190480093172e-05,Hard-Filter,9.823450016346369,9.540750892138457,0.0,0.0,0.0,213,8.618081189283155
Ackley,2,2026,6,2.2392310954799655e-05,0.46833278398470557,0.21933068512398324,-0.012874464651321658,0.0001657481284913498,0.07580799626264055,0.005746723612052751,Target-Only,10.759842810702008,10.120478394764898,0.0,0.0,0.0,866,10.228636532130169
Ackley,2,2026,6,2.2392310954799655e-05,0.46833278398470557,0.21933068512398324,-0.012874464651321658,0.0001657481284913498,0.07580799626264055,0.005746723612052751,Source-Region,7.702412140336637,7.063047724399528,1.351684991113494,0.0,0.0,418,6.9600354862327265
